,word,state
20906,to,B-VP
20907,be,I-VP
20908,construction,B-NP
20909,projects,I-NP
20910,that,B-NP
20911,would,B-VP
20912,n't,I-VP
20913,otherwise,I-VP
20914,have,I-VP
20915,Nil,Nil
20916,been,I-VP
20917,anticipated,I-VP
20918,.,O
20919,Nil,Nil
20920,Electronic,B-NP
20921,theft,I-NP
20922,by,B-PP
20923,foreign,B-NP
20924,and,I-NP
20925,industrial,I-NP
20926,spies,I-NP
20927,and,O
20928,disgruntled,B-NP
20929,employees,I-NP
20930,is,B-VP
20931,costing,I-VP
20932,U.S.,B-NP
20933,companies,I-NP
20934,billions,B-NP
20935,and,O
20936,Nil,Nil
20937,eroding,B-VP
20938,their,B-NP
20939,international,I-NP
20940,competitive,I-NP
20941,advantage,I-NP
20942,.,O
20943,Nil,Nil
20944,Seymour,B-NP
20945,Schreibman,I-NP
20946,",",O
20947,the,B-NP
20948,65-year-old,I-NP
20949,owner,I-NP
20950,of,B-PP
20951,Schreibman,B-NP
20952,Raphael,I-NP
20953,Furs,I-NP
20954,Inc.,I-NP
20955,",",O
20956,Nil,Nil
20957,treats,B-VP
20958,the,B-NP
20959,reverse,I-NP
20960,side,I-NP
20961,of,B-PP
20962,a,B-NP
20963,Persian,I-NP
20964,lambskin,I-NP
20965,to,B-VP
20966,produce,I-VP
20967,a,B-NP
20968,reversible,I-NP
20969,fur-and-leather,I-NP
20970,garment,I-NP
20971,.,O
20972,Nil,Nil
20973,And,O
20974,Ms.,B-NP
20975,Pfeiffer,I-NP
20976,'s,B-NP
20977,particular,I-NP
20978,Nil,Nil
20979,version,I-NP
20980,of,B-PP
20981,``,O
20982,Making,B-VP
20983,Whoopee,B-NP
20984,'',O
20985,--,O
20986,and,O
20987,the,B-NP
20988,Nil,Nil
20989,way,I-NP
20990,Mr.,B-NP
20991,Ballhaus,I-NP
20992,photographs,B-VP
20993,her,B-NP
20994,",",O
20995,from,B-PP
20996,the,B-NP
20997,tips,I-NP
20998,of,B-PP
20999,her,B-NP
21000,red,I-NP
21001,high,I-NP
21002,heels,I-NP
21003,right,B-ADVP
21004,up,B-PP
21005,her,B-NP
21006,clingy,I-NP
21007,red,I-NP
21008,velvet,I-NP
21009,dress,I-NP
21010,--,O
21011,might,B-VP
21012,make,I-VP
21013,you,B-NP
21014,think,B-VP
21015,of,B-PP
21016,Marilyn,B-NP
21017,Monroe,I-NP
21018,if,B-SBAR
21019,Ms.,B-NP
21020,Pfeiffer,I-NP
21021,had,B-VP
21022,n't,I-VP
21023,gone,I-VP
21024,and,O
21025,become,B-VP
21026,a,B-NP
21027,star,I-NP
21028,in,B-PP
21029,her,B-NP
21030,Nil,Nil
21031,own,I-NP
21032,right,I-NP
21033,.,O
21034,Nil,Nil
21035,Many,B-NP
21036,analysts,I-NP
21037,expect,B-VP
21038,Mr.,B-NP
21039,Andersson,I-NP
21040,",",O
21041,who,B-NP
21042,owns,B-VP
21043,1.7,B-NP
21044,%,I-NP
21045,of,B-PP
21046,the,B-NP
21047,company,I-NP
21048,",",O
21049,to,B-VP
21050,be,I-VP
21051,named,I-VP
21052,Trelleborg,B-NP
21053,'s,B-NP
21054,new,I-NP
21055,chairman,I-NP
21056,when,B-ADVP
21057,Ernst,B-NP
21058,Herslow,I-NP
21059,Nil,Nil
21060,steps,B-VP
21061,down,B-ADVP
21062,next,B-NP
21063,year,I-NP
21064,.,O
21065,Nil,Nil
21066,That,B-NP
21067,allowed,B-VP
21068,him,B-NP
21069,to,B-VP
21070,get,I-VP
21071,stronger,B-ADJP
21072,and,I-ADJP
21073,stronger,I-ADJP
21074,",",O
21075,'',O
21076,he,B-NP
21077,says,B-VP
21078,.,O
21079,Nil,Nil
21080,``,O
21081,The,B-NP
21082,market,I-NP
21083,is,B-VP
21084,Nil,Nil
21085,sending,I-VP
21086,nervous,B-NP
21087,signals,I-NP
21088,",",O
21089,'',O
21090,says,B-VP
21091,Peter,B-NP
21092,J.,I-NP
21093,Canelo,I-NP
21094,",",O
21095,chief,B-NP
21096,market,I-NP
21097,strategist,I-NP
21098,for,B-PP
21099,Bear,B-NP
21100,",",I-NP
21101,Stearns,I-NP
21102,&,I-NP
21103,Co.,I-NP
21104,",",O
21105,and,O
21106,it,B-NP
21107,'s,B-VP
21108,``,O
21109,unwise,B-ADJP
21110,'',O
21111,to,B-VP
21112,be,I-VP
21113,overcommitted,I-VP
21114,to,B-PP
21115,Nil,Nil
21116,stocks,B-NP
21117,.,O
21118,Nil,Nil
21119,But,O
21120,against,B-PP
21121,that,B-NP
21122,combined,I-NP
21123,increase,I-NP
21124,of,B-PP
21125,12,B-NP
21126,%,I-NP
21127,in,B-PP
21128,students,B-NP
21129,chosen,B-VP
21130,by,B-PP
21131,academic,B-NP
21132,criteria,I-NP
21133,",",O
21134,the,B-NP
21135,plan,I-NP
21136,eliminates,B-VP
21137,a,B-NP
21138,large,I-NP
21139,category,I-NP
21140,in,B-PP
21141,Nil,Nil
21142,which,B-NP
21143,admissions,B-NP
21144,now,B-ADVP
21145,are,B-VP
21146,based,I-VP
21147,on,B-PP
21148,grades,B-NP
21149,",",O
21150,test,B-NP
21151,scores,I-NP
21152,and,O
21153,``,O
21154,supplemental,B-NP
21155,points,I-NP
21156,'',O
21157,for,B-PP
21158,factors,B-NP
21159,such,B-PP
21160,as,I-PP
21161,high-school,B-NP
21162,curriculum,I-NP
21163,",",O
21164,English-language,B-NP
21165,proficiency,I-NP
21166,and,O
21167,an,B-NP
21168,essay,I-NP
21169,.,O
21170,Nil,Nil
21171,A,B-NP
21172,Nil,Nil
21173,parliamentary,I-NP
21174,investigative,I-NP
21175,committee,I-NP
21176,dominated,B-VP
21177,by,B-PP
21178,the,O
21179,Congress,O
21180,-LRB-,O
21181,I,B-NP
21182,-RRB-,O
21183,Party,B-NP
21184,concludes,B-VP
21185,that,B-SBAR
21186,there,B-NP
21187,were,B-VP
21188,no,B-NP
21189,middlemen,I-NP
21190,in,B-PP
21191,the,B-NP
21192,deal,I-NP
21193,and,O
21194,no,B-NP
21195,payment,I-NP
21196,to,B-PP
21197,any,B-NP
21198,Indian,I-NP
21199,individual,I-NP
21200,or,I-NP
21201,Nil,Nil
21202,company,I-NP
21203,.,O
21204,Nil,Nil
21205,The,B-NP
21206,results,I-NP
21207,include,B-VP
21208,$,B-NP
21209,106,I-NP
21210,million,I-NP
21211,of,B-PP
21212,tax,B-NP
21213,benefits,I-NP
21214,associated,B-VP
21215,with,B-PP
21216,previous,B-NP
21217,years,I-NP
21218,',B-NP
21219,Third,I-NP
21220,World,I-NP
21221,loan,I-NP
21222,activity,I-NP
21223,",",O
21224,compared,B-PP
21225,with,B-PP
21226,$,B-NP
21227,15,I-NP
21228,million,I-NP
21229,a,B-NP
21230,year,I-NP
21231,earlier,B-ADVP
21232,.,O
21233,Nil,Nil
21234,``,O
21235,As,B-PP
21236,a,B-NP
21237,result,I-NP
21238,of,B-PP
21239,your,B-NP
21240,ultimatum,I-NP
21241,",",O
21242,'',O
21243,writes,B-VP
21244,the,B-NP
21245,Wisconsin,I-NP
21246,Democrat,I-NP
21247,Nil,Nil
21248,",",O
21249,``,O
21250,I,B-NP
21251,guess,B-VP
21252,there,B-NP
21253,is,B-VP
21254,no,B-ADVP
21255,longer,I-ADVP
21256,any,B-NP
21257,point,I-NP
21258,in,B-PP
21259,taking,B-VP
21260,administration,B-NP
21261,views,I-NP
21262,into,B-PP
21263,account,B-NP
21264,on,B-PP
21265,other,B-NP
21266,items,I-NP
21267,in,B-PP
21268,conference,B-NP
21269,",",O
21270,inasmuch,B-ADVP
21271,regardless,B-ADVP
21272,of,B-PP
21273,their,B-NP
21274,resolution,I-NP
21275,you,B-NP
21276,apparently,B-ADVP
21277,intend,B-VP
21278,to,I-VP
21279,veto,I-VP
21280,this,B-NP
21281,bill,I-NP
21282,.,O
21283,Nil,Nil
21284,The,B-NP
21285,heart,I-NP
21286,of,B-PP
21287,the,B-NP
21288,business,I-NP
21289,is,B-VP
21290,the,B-NP
21291,purchase,I-NP
21292,of,B-PP
21293,rice,B-NP
21294,and,O
21295,other,B-NP
21296,commodities,I-NP
21297,",",O
21298,such,B-PP
21299,Nil,Nil
21300,as,I-PP
21301,corn,B-NP
21302,and,I-NP
21303,coffee,I-NP
21304,",",O
21305,from,B-PP
21306,farmers,B-NP
21307,in,B-PP
21308,the,B-NP
21309,south,I-NP
21310,",",O
21311,paying,B-VP
21312,with,B-PP
21313,fertilizer,B-NP
21314,",",O
21315,farm,B-NP
21316,tools,I-NP
21317,and,O
21318,other,B-NP
21319,items,I-NP
21320,.,O
21321,Nil,Nil
21322,But,O
21323,in,B-PP
21324,these,B-NP
21325,Nil,Nil
21326,crunch,I-NP
21327,times,I-NP
21328,for,B-PP
21329,the,B-NP
21330,ski,I-NP
21331,industry,I-NP
21332,",",O
21333,some,B-NP
21334,resorts,I-NP
21335,",",O
21336,such,B-PP
21337,as,I-PP
21338,Nil,Nil
21339,the,B-NP
21340,Angel,I-NP
21341,Fire,I-NP
21342,",",I-NP
21343,Red,I-NP
21344,River,I-NP
21345,and,I-NP
21346,Taos,I-NP
21347,ski,I-NP
21348,areas,I-NP
21349,in,B-PP
21350,New,B-NP
21351,Mexico,I-NP
21352,",",O
21353,have,B-VP
21354,even,I-VP
21355,started,I-VP
21356,shuttle-busing,I-VP
21357,skiers,B-NP
21358,to,B-PP
21359,each,B-NP
21360,other,I-NP
21361,Nil,Nil
21362,'s,B-NP
21363,slopes,I-NP
21364,and,O
21365,next,B-VP
21366,year,I-VP
21367,plan,I-VP
21368,to,I-VP
21369,sell,I-VP
21370,tickets,B-NP
21371,good,B-ADJP
21372,for,B-PP
21373,all,B-NP
21374,local,I-NP
21375,lifts,I-NP
21376,.,O
21377,Nil,Nil
21378,Arbitragers,B-NP
21379,were,B-VP
21380,n't,O
21381,the,B-NP
21382,only,I-NP
21383,big,I-NP
21384,losers,I-NP
21385,in,B-PP
21386,the,B-NP
21387,collapse,I-NP
21388,of,B-PP
21389,UAL,B-NP
21390,Corp.,I-NP
21391,stock,I-NP
21392,.,O
21393,Nil,Nil
21394,Unable,B-ADJP
21395,to,B-VP
21396,persuade,I-VP
21397,the,B-NP
21398,manager,I-NP
21399,to,B-VP
21400,change,I-VP
21401,his,B-NP
21402,decision,I-NP
21403,",",O
21404,he,B-NP
21405,went,B-VP
21406,to,B-PP
21407,a,B-NP
21408,``,I-NP
21409,company,I-NP
21410,court,I-NP
21411,'',O
21412,for,B-PP
21413,a,B-NP
21414,hearing,I-NP
21415,.,O
21416,Nil,Nil
21417,Nil,Nil
21418,Because,B-PP
21419,of,I-PP
21420,the,B-NP
21421,size,I-NP
21422,of,B-PP
21423,the,B-NP
21424,proposed,I-NP
21425,loan,I-NP
21426,guarantee,I-NP
21427,",",O
21428,the,B-NP
21429,Ex-Im,I-NP
21430,Bank,I-NP
21431,'s,B-NP
21432,preliminary,I-NP
21433,commitment,I-NP
21434,is,B-VP
21435,subject,B-ADJP
21436,to,B-PP
21437,review,B-NP
21438,by,B-PP
21439,the,B-NP
21440,House,I-NP
21441,and,I-NP
21442,Senate,I-NP
21443,Banking,I-NP
21444,committees,I-NP
21445,.,O
21446,Nil,Nil
21447,``,O
21448,Nil,Nil
21449,Self-sufficiency,B-NP
21450,has,B-VP
21451,to,I-VP
21452,be,I-VP
21453,the,B-NP
21454,cornerstone,I-NP
21455,of,B-PP
21456,your,B-NP
21457,plan,I-NP
21458,",",O
21459,'',O
21460,says,B-VP
21461,Stephanie,B-NP
21462,Masaki-Schatz,I-NP
21463,",",O
21464,manager,B-NP
21465,of,B-PP
21466,corporate,B-NP
21467,emergency,I-NP
21468,planning,I-NP
21469,at,B-PP
21470,Atlantic,B-NP
21471,Richfield,I-NP
21472,Co.,I-NP
21473,in,B-PP
21474,Los,B-NP
21475,Angeles,I-NP
21476,.,O
21477,Nil,Nil
21478,Nil,Nil
21479,Vista,B-NP
21480,Chemical,I-NP
21481,Co.,I-NP
21482,",",O
21483,with,B-PP
21484,three,B-NP
21485,chemical,I-NP
21486,Nil,Nil
21487,plants,I-NP
21488,in,B-PP
21489,and,I-PP
21490,near,I-PP
21491,Lake,B-NP
21492,Charles,I-NP
21493,",",O
21494,La.,B-NP
21495,",",O
21496,``,O
21497,prepares,B-VP
21498,for,B-PP
21499,every,B-NP
21500,hurricane,I-NP
21501,that,B-NP
21502,enters,B-VP
21503,the,B-NP
21504,Gulf,I-NP
21505,of,B-PP
21506,Mexico,B-NP
21507,",",O
21508,'',O
21509,Nil,Nil
21510,says,B-VP
21511,Keith,B-NP
21512,L.,I-NP
21513,Fogg,I-NP
21514,",",O
21515,a,B-NP
21516,company,I-NP
21517,safety,I-NP
21518,director,I-NP
21519,.,O
21520,Nil,Nil
21521,Nil,Nil
21522,Investors,B-NP
21523,who,B-NP
21524,listened,B-VP
21525,",",O
21526,and,O
21527,lightened,B-VP
21528,up,B-PRT
21529,on,B-PP
21530,stocks,B-NP
21531,",",O
21532,``,O
21533,have,B-VP
21534,just,I-VP
21535,hurt,I-VP
21536,themselves,B-NP
21537,",",O
21538,'',O
21539,he,B-NP
21540,says,B-VP
21541,.,O
21542,Nil,Nil
21543,The,B-NP
21544,company,I-NP
21545,also,B-ADVP
21546,cited,B-VP
21547,retail,B-NP
21548,trade,I-NP
21549,Nil,Nil
21550,and,O
21551,consumer,B-NP
21552,demand,I-NP
21553,for,B-PP
21554,new,B-NP
21555,products,I-NP
21556,introduced,B-VP
21557,this,B-NP
21558,year,I-NP
21559,",",O
21560,such,B-PP
21561,as,I-PP
21562,Cherry,B-NP
21563,Merry,I-NP
21564,Muffin,I-NP
21565,and,O
21566,Turtle,B-NP
21567,Tots,I-NP
21568,.,O
21569,Nil,Nil
21570,Indeed,B-ADVP
21571,",",O
21572,according,B-PP
21573,to,B-PP
21574,West,B-NP
21575,German,I-NP
21576,government,I-NP
21577,sources,I-NP
21578,",",O
21579,he,B-NP
21580,was,B-VP
21581,one,B-NP
21582,of,B-PP
21583,the,B-NP
21584,leaders,I-NP
21585,Nil,Nil
21586,in,B-PP
21587,the,B-NP
21588,power,I-NP
21589,struggle,I-NP
21590,that,B-NP
21591,toppled,B-VP
21592,Mr.,B-NP
21593,Honecker,I-NP
21594,.,O
21595,Nil,Nil
21596,Under,B-PP
21597,the,B-NP
21598,proposal,I-NP
21599,by,B-PP
21600,Equitec,B-NP
21601,",",O
21602,a,B-NP
21603,financially,I-NP
21604,troubled,I-NP
21605,real-estate,I-NP
21606,syndicator,I-NP
21607,",",O
21608,New,B-NP
21609,York-based,I-NP
21610,Hallwood,I-NP
21611,Group,I-NP
21612,Inc.,I-NP
21613,would,B-VP
21614,replace,I-VP
21615,Nil,Nil
21616,Equitec,B-NP
21617,as,B-PP
21618,Nil,Nil
21619,the,B-NP
21620,newly,I-NP
21621,formed,I-NP
21622,master,I-NP
21623,limited,I-NP
21624,partnership,I-NP
21625,'s,B-NP
21626,general,I-NP
21627,partner,I-NP
21628,and,I-NP
21629,manager,I-NP
21630,.,O
21631,Nil,Nil
21632,March,B-NP
21633,24,I-NP
21634,",",I-NP
21635,1986,I-NP
21636,:,O
21637,Nil,Nil
21638,Nil,Nil
21639,Viktor,B-NP
21640,Sidorenko,I-NP
21641,",",O
21642,vice,B-NP
21643,chairman,I-NP
21644,of,B-PP
21645,the,B-NP
21646,State,I-NP
21647,Committee,I-NP
21648,on,B-PP
21649,Nuclear,B-NP
21650,Safety,I-NP
21651,",",O
21652,said,B-VP
21653,the,B-NP
21654,two,I-NP
21655,reactors,I-NP
21656,were,B-VP
21657,at,B-PP
21658,Kursk,B-NP
21659,and,I-NP
21660,Smolensk,I-NP
21661,.,O
21662,Nil,Nil
21663,He,B-NP
21664,Nil,Nil
21665,credits,B-VP
21666,imports,B-NP
21667,.,O
21668,Nil,Nil
21669,Amoco,B-NP
21670,also,B-ADVP
21671,sharply,B-ADVP
21672,boosted,B-VP
21673,natural-gas,B-NP
21674,output,I-NP
21675,",",O
21676,part,B-NP
21677,of,B-PP
21678,Nil,Nil
21679,it,B-NP
21680,from,B-PP
21681,properties,B-NP
21682,acquired,B-VP
21683,from,B-PP
21684,Tenneco,B-NP
21685,Inc.,I-NP
21686,last,B-NP
21687,year,I-NP
21688,.,O
21689,Nil,Nil
21690,The,B-NP
21691,CBOE,I-NP
21692,Nil,Nil
21693,opened,B-VP
21694,for,B-PP
21695,business,B-NP
21696,on,B-PP
21697,April,B-NP
21698,26,I-NP
21699,",",I-NP
21700,1973,I-NP
21701,",",O
21702,in,B-PP
21703,what,B-NP
21704,had,B-VP
21705,been,I-VP
21706,a,O
21707,Board,O
21708,of,B-PP
21709,Trade,B-NP
21710,lunchroom,B-NP
21711,.,O
21712,Nil,Nil
21713,The,B-NP
21714,235,I-NP
21715,general-purpose,I-NP
21716,funds,I-NP
21717,increased,B-VP
21718,$,B-NP
21719,2.53,I-NP
21720,billion,I-NP
21721,to,B-PP
21722,$,B-NP
21723,Nil,Nil
21724,116.56,I-NP
21725,billion,I-NP
21726,",",O
21727,while,B-SBAR
21728,96,B-NP
21729,broker-dealer,I-NP
21730,funds,I-NP
21731,increased,B-VP
21732,$,B-NP
21733,1.3,I-NP
21734,billion,I-NP
21735,to,B-PP
21736,$,B-NP
21737,154.05,I-NP
21738,billion,I-NP
21739,.,O
21740,Nil,Nil
21741,But,O
21742,Nil,Nil
21743,given,B-PP
21744,such,B-NP
21745,strong,I-NP
21746,brand,I-NP
21747,disloyalty,I-NP
21748,",",O
21749,some,B-NP
21750,marketers,I-NP
21751,Nil,Nil
21752,are,B-VP
21753,putting,I-VP
21754,renewed,B-NP
21755,emphasis,I-NP
21756,on,B-PP
21757,image,B-NP
21758,advertising,I-NP
21759,.,O
21760,Nil,Nil
21761,Ms.,B-NP
21762,Moss,I-NP
21763,said,B-VP
21764,Ms.,B-NP
21765,Levine,I-NP
21766,secretly,B-ADVP
21767,taped,B-VP
21768,many,B-NP
21769,conversations,I-NP
21770,with,B-PP
21771,her,B-NP
21772,bosses,I-NP
21773,at,B-PP
21774,Nil,Nil
21775,the,B-NP
21776,Odeon,I-NP
21777,in,B-PP
21778,which,B-NP
21779,they,B-NP
21780,told,B-VP
21781,her,B-NP
21782,she,B-NP
21783,was,B-VP
21784,being,I-VP
21785,fired,I-VP
21786,as,B-PP
21787,maitre,B-NP
21788,'d,I-NP
21789,because,B-SBAR
21790,she,B-NP
21791,was,B-VP
21792,pregnant,B-ADJP
21793,.,O
21794,Nil,Nil
21795,But,O
21796,the,B-NP
21797,partners,I-NP
21798,did,B-VP
21799,n't,I-VP
21800,believe,I-VP
21801,the,B-NP
21802,market,I-NP
21803,for,B-PP
21804,Nil,Nil
21805,the,B-NP
21806,systems,I-NP
21807,was,B-VP
21808,developing,I-VP
21809,as,B-ADVP
21810,rapidly,I-ADVP
21811,as,B-SBAR
21812,they,B-NP
21813,had,B-VP
21814,hoped,I-VP
21815,.,O
21816,Nil,Nil
21817,In,B-PP
21818,both,B-NP
21819,cases,I-NP
21820,",",O
21821,Minpeco,B-NP
21822,and,O
21823,Manufacturers,B-NP
21824,Hanover,I-NP
21825,have,B-VP
21826,been,I-VP
21827,fighting,I-VP
21828,ferociously,B-ADVP
21829,over,B-PP
21830,their,B-NP
21831,shares,I-NP
21832,of,B-PP
21833,the,B-NP
21834,pie,I-NP
21835,.,O
21836,Nil,Nil
21837,Nil,Nil
21838,Canadian,B-NP
21839,Pacific,I-NP
21840,is,B-VP
21841,Soo,B-NP
21842,Line,I-NP
21843,'s,B-NP
21844,biggest,I-NP
21845,customer,I-NP
21846,and,O
21847,has,B-VP
21848,owned,I-VP
21849,a,B-NP
21850,majority,I-NP
21851,stake,I-NP
21852,in,B-PP
21853,the,B-NP
21854,U.S.,I-NP
21855,railroad,I-NP
21856,Nil,Nil
21857,since,B-PP
21858,1947,B-NP
21859,.,O
21860,Nil,Nil
21861,They,B-NP
21862,currently,B-ADVP
21863,have,B-VP
21864,large,B-NP
21865,orders,I-NP
21866,for,B-PP
21867,cargo,B-NP
21868,planes,I-NP
21869,.,O
21870,Nil,Nil
21871,California,B-NP
21872,expects,B-VP
21873,to,I-VP
21874,rely,I-VP
21875,on,B-PP
21876,federal,B-NP
21877,emergency,I-NP
21878,funds,I-NP
21879,and,O
21880,Nil,Nil
21881,its,B-NP
21882,$,I-NP
21883,1.06,I-NP
21884,billion,I-NP
21885,in,B-PP
21886,general,B-NP
21887,fund,I-NP
21888,reserves,I-NP
21889,to,B-VP
21890,meet,I-VP
21891,the,B-NP
21892,estimated,I-NP
21893,$,I-NP
21894,500,I-NP
21895,million,I-NP
21896,to,I-NP
21897,$,I-NP
21898,1,I-NP
21899,billion,I-NP
21900,in,B-PP
21901,damages,B-NP
21902,resulting,B-VP
21903,from,B-PP
21904,the,B-NP
21905,quake,I-NP
21906,",",O
21907,according,B-PP
21908,to,B-PP
21909,a,B-NP
21910,state,I-NP
21911,official,I-NP
21912,.,O
21913,Nil,Nil
21914,Nil,Nil
21915,Computer,B-NP
21916,parts,I-NP
21917,are,B-VP
21918,getting,I-VP
21919,ever,B-ADJP
21920,smaller,I-ADJP
21921,",",O
21922,Mr.,B-NP
21923,Johnson,I-NP
21924,said,B-VP
21925,",",O
21926,a,B-NP
21927,Nil,Nil
21928,shrinking,I-NP
21929,that,B-NP
21930,has,B-VP
21931,propelled,I-VP
21932,laptops,B-NP
21933,into,B-PP
21934,position,B-NP
21935,as,B-PP
21936,the,B-NP
21937,fastest-growing,I-NP
21938,segment,I-NP
21939,of,B-PP
21940,the,B-NP
21941,computer,I-NP
21942,business,I-NP
21943,.,O
21944,Nil,Nil
21945,The,B-NP
21946,effete,I-NP
21947,Tyrannosaurus,I-NP
21948,Rex,I-NP
21949,Had,B-VP
21950,Nil,Nil
21951,strict,B-NP
21952,Cretaceous,I-NP
21953,views,I-NP
21954,on,B-PP
21955,sex,B-NP
21956,",",O
21957,Nil,Nil
21958,And,O
21959,that,B-NP
21960,is,B-VP
21961,why,B-ADVP
21962,you,B-NP
21963,only,B-ADVP
21964,see,B-VP
21965,him,B-NP
21966,Reproduced,B-VP
21967,in,B-PP
21968,the,B-NP
21969,museum,I-NP
21970,.,O
21971,Nil,Nil
21972,The,B-NP
21973,per-share,I-NP
21974,estimates,I-NP
21975,mean,B-VP
21976,the,B-NP
21977,consumer-products,I-NP
21978,company,I-NP
21979,'s,B-NP
21980,net,I-NP
21981,income,I-NP
21982,",",O
21983,increased,B-VP
21984,to,B-PP
21985,between,B-NP
21986,$,I-NP
21987,69.5,I-NP
21988,million,I-NP
21989,and,I-NP
21990,Nil,Nil
21991,$,I-NP
21992,76,I-NP
21993,million,I-NP
21994,",",O
21995,from,B-PP
21996,$,B-NP
21997,47.1,I-NP
21998,million,I-NP
21999,the,B-NP
22000,year-before,I-NP
22001,Nil,Nil
22002,period,I-NP
22003,.,O
22004,Nil,Nil
22005,The,B-NP
22006,poll,I-NP
22007,conducted,B-VP
22008,by,B-PP
22009,Peter,B-NP
22010,D.,I-NP
22011,Hart,I-NP
22012,Research,I-NP
22013,Associates,I-NP
22014,interviewed,B-VP
22015,"2,064",B-NP
22016,adults,I-NP
22017,age,B-NP
22018,18,I-NP
22019,and,O
22020,older,B-ADJP
22021,from,B-PP
22022,Nil,Nil
22023,June,B-NP
22024,15,I-NP
22025,to,B-PP
22026,June,B-NP
22027,30,I-NP
22028,",",I-NP
22029,1989,I-NP
22030,.,O
22031,Nil,Nil
22032,The,B-NP
22033,announcement,I-NP
22034,boosted,B-VP
22035,the,B-NP
22036,charter-shipping,I-NP
22037,company,I-NP
22038,'s,B-NP
22039,Nil,Nil
22040,shares,I-NP
22041,",",O
22042,which,B-NP
22043,closed,B-VP
22044,at,B-PP
22045,$,B-NP
22046,15.125,I-NP
22047,",",O
22048,up,B-ADVP
22049,$,B-NP
22050,1.25,I-NP
22051,a,B-NP
22052,share,I-NP
22053,",",O
22054,in,B-PP
22055,composite,B-NP
22056,trading,I-NP
22057,on,B-PP
22058,the,B-NP
22059,American,I-NP
22060,Stock,I-NP
22061,Exchange,I-NP
22062,.,O
22063,Nil,Nil
22064,But,O
22065,its,B-NP
22066,auditor,I-NP
22067,",",O
22068,Ernst,B-NP
22069,&,I-NP
22070,Young,I-NP
22071,Nil,Nil
22072,",",O
22073,said,B-VP
22074,Enviropact,B-NP
22075,'s,B-NP
22076,financial,I-NP
22077,situation,I-NP
22078,raises,B-VP
22079,``,O
22080,substantial,B-NP
22081,doubt,I-NP
22082,about,B-PP
22083,its,B-NP
22084,ability,I-NP
22085,to,B-VP
22086,continue,I-VP
22087,as,B-PP
22088,a,B-NP
22089,going,I-NP
22090,Nil,Nil
22091,concern,I-NP
22092,.,O
22093,'',O
22094,Nil,Nil
22095,``,O
22096,There,B-NP
22097,is,B-VP
22098,n't,O
22099,a,B-NP
22100,boatload,I-NP
22101,-LCB-,O
22102,of,B-PP
22103,big,B-NP
22104,investors,I-NP
22105,-RCB-,O
22106,Nil,Nil
22107,out,B-ADVP
22108,there,I-ADVP
22109,still,B-ADVP
22110,waiting,B-VP
22111,to,I-VP
22112,get,I-VP
22113,into,B-PP
22114,indexing,B-NP
22115,",",O
22116,'',O
22117,says,B-VP
22118,Nil,Nil
22119,P.,B-NP
22120,James,I-NP
22121,Kartalia,I-NP
22122,",",O
22123,vice,B-NP
22124,president,I-NP
22125,of,B-PP
22126,ANB,B-NP
22127,Investment,I-NP
22128,Management,I-NP
22129,Co.,I-NP
22130,",",O
22131,Chicago,B-NP
22132,",",O
22133,which,B-NP
22134,offers,B-VP
22135,both,B-NP
22136,indexing,B-NP
22137,and,O
22138,active,B-NP
22139,management,I-NP
22140,services,I-NP
22141,.,O
22142,Nil,Nil
22143,Capitalism,B-NP
22144,may,B-VP
22145,Nil,Nil
22146,now,I-VP
22147,be,I-VP
22148,engineered,I-VP
22149,to,B-VP
22150,withstand,I-VP
22151,Nil,Nil
22152,sudden,B-NP
22153,shocks,I-NP
22154,",",O
22155,but,O
22156,there,B-NP
22157,are,B-VP
22158,fault,B-NP
22159,lines,I-NP
22160,--,O
22161,the,B-NP
22162,crisis,I-NP
22163,in,B-PP
22164,profits,B-NP
22165,",",O
22166,the,B-NP
22167,assault,I-NP
22168,on,B-PP
22169,wages,B-NP
22170,",",O
22171,the,B-NP
22172,structural,I-NP
22173,inequity,I-NP
22174,of,B-PP
22175,the,B-NP
22176,system,I-NP
22177,--,O
22178,that,B-NP
22179,make,B-VP
22180,fools,B-NP
22181,of,B-PP
22182,Nil,Nil
22183,those,B-NP
22184,who,B-NP
22185,claim,B-VP
22186,that,B-SBAR
22187,the,B-NP
22188,future,I-NP
22189,is,B-VP
22190,here,B-ADVP
22191,and,O
22192,that,O
22193,history,B-NP
22194,is,B-VP
22195,over,B-ADVP
22196,.,O
22197,Nil,Nil
22198,Both,B-NP
22199,accounts,I-NP
22200,reflect,B-VP
22201,significant,B-NP
22202,increases,I-NP
22203,from,B-PP
22204,fiscal,B-NP
22205,Nil,Nil
22206,1989,I-NP
22207,",",O
22208,although,B-SBAR
22209,the,B-NP
22210,amount,I-NP
22211,for,B-PP
22212,peace-keeping,B-NP
22213,shows,B-VP
22214,a,B-NP
22215,27,I-NP
22216,%,I-NP
22217,cut,I-NP
22218,from,B-PP
22219,the,B-NP
22220,administration,I-NP
22221,'s,B-NP
22222,request,I-NP
22223,.,O
22224,Nil,Nil
22225,But,O
22226,in,B-PP
22227,this,B-NP
22228,case,I-NP
22229,Nil,Nil
22230,the,B-NP
22231,needle,I-NP
22232,has,B-VP
22233,a,B-NP
22234,very,I-NP
22235,sharp,I-NP
22236,point,I-NP
22237,.,O
22238,Nil,Nil
22239,Occidental,B-NP
22240,Petroleum,I-NP
